,Symbol,Data_Found,Price,Short_MA,Long_MA,RSI,RSI_Signal,ROC,MACD,Signal_Line,Stoch_K,Stoch_D,Bandwidth,Hist_Low_BW,Volume,Vol_Short,Vol_Long,Status,setup_type,Summary,Trend_OK,RSI_OK,Squeeze_OK,MACD_OK,vol_rising,Issue
2551,NIITLTD,True,89.0,100.95,123.18,14.25,24.82,-7.33,-3.27,-2.68,20.73,8.76,15.13,4.14,331431.0,284765.3079152914,251127.808956187,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2552,NIITMTS,True,399.0,354.49,367.24,70.44,78.39,5.24,12.88,13.48,96.51,62.5,24.14,3.16,170449.0,151410.19914097927,181479.8447298146,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
2553,NIKHILAD,True,87.22,102.18,104.88,22.12,21.64,-11.32,-4.93,-3.9,35.53,26.11,23.66,6.0,47792.0,33220.27428293504,21044.764977085542,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2554,NIKKIGL,False,,,,,,,,,,,,,,,,,,,,,,,,136005636
2555,NILACHAL,True,40.01,40.19,41.44,45.33,45.94,4.46,-0.01,-0.17,22.04,31.94,16.95,7.84,62.0,773.554257084318,1507.843682148448,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2556,NILAINFRA,True,9.8,9.93,10.88,54.72,48.68,3.92,-0.11,-0.13,66.19,33.83,9.83,5.29,7479138.0,2694153.395703254,1020943.9536097425,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
2557,NILASPACES,True,16.2,16.78,15.36,33.66,43.38,-2.29,-0.36,-0.31,38.55,33.94,12.03,9.29,30899.0,53785.785940970214,74387.2049152753,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2558,NILE,True,1472.5,1743.02,1773.37,9.52,28.0,-13.97,-72.85,-51.42,7.28,9.14,23.73,5.34,3393.0,3198.4752899205205,2537.9747034491256,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2559,NILKAMAL,True,1391.9,1484.63,1615.57,24.96,8.88,-2.04,-37.47,-34.33,39.16,18.4,12.98,2.99,1875.0,2842.0249159819937,3638.386203659191,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2560,NIMBSPROJ,True,282.5,273.84,251.78,55.51,43.09,8.7,-1.34,-2.26,78.8,73.11,13.25,6.81,15200.0,14054.175652824513,12786.467870688595,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
2561,NINSYS,True,400.0,421.92,455.06,47.07,43.21,-2.79,-7.31,-7.27,21.11,21.36,9.32,1.71,3967.0,31216.842274028902,29195.01192438284,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2562,NIPPOBATRY,True,415.0,436.66,468.0,37.82,39.61,-0.52,-5.94,-6.1,39.5,32.22,6.5,3.36,1959.0,2024.9189991273217,3187.8076284999484,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2563,NIRAJ,True,34.75,37.03,46.87,43.4,61.94,-7.68,0.19,0.27,7.22,19.28,22.44,6.56,39562.0,62107.03537245044,112454.66176984896,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2564,NIRAJISPAT,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2565,NIRAVCOM,False,,,,,,,,,,,,,,,,,,,,,,,,131180804
2566,NIRLON,True,505.0,504.68,502.01,51.21,43.24,0.24,-3.18,-3.49,84.92,49.21,4.71,2.37,27606.0,13542.90065880603,9361.286496404631,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
2567,NITCO,True,82.44,97.52,116.03,35.0,35.07,-2.02,-5.23,-5.45,30.34,16.04,20.13,7.07,1551018.0,781560.3524779782,543522.5790563573,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
2568,NITINCAST,True,520.0,516.26,584.71,52.78,46.16,10.24,-2.84,-6.08,96.03,71.68,11.6,7.97,120.0,87.07092467213556,206.2550255957273,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2569,NITINSPIN,True,313.0,329.54,359.89,16.0,35.88,-4.25,-3.43,-1.63,11.89,9.91,9.08,4.53,47710.0,36295.58069756764,56471.237315812075,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2570,NITIRAJ,True,183.0,192.86,214.12,37.05,44.3,-2.11,-2.52,-2.14,26.11,23.15,14.91,4.1,1013.0,1558.2151416338365,2637.4425144217803,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2571,NITTAGELA,True,802.5,836.57,830.73,39.71,45.77,0.28,-9.68,-9.81,21.43,24.37,4.59,3.93,992.0,1510.9609878999122,2113.2274018498924,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2572,NIVABUPA,True,74.27,76.7,80.52,42.68,41.28,-2.38,-0.67,-0.65,26.59,24.94,6.53,3.77,1237719.0,1999417.5092399796,1548012.2937608177,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2573,NIVAKA,True,3.65,3.86,3.77,39.06,45.5,-5.44,-0.06,-0.04,18.31,29.11,13.27,4.19,2055.0,6598.972239460427,13943.435282882507,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2574,NIYOGIN,True,53.4,62.46,61.62,17.44,21.71,-9.74,-2.59,-1.82,7.5,10.27,32.24,9.39,84789.0,55848.51437074464,61155.94480544161,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2575,NKIND,True,66.54,68.52,67.69,40.67,49.84,-4.79,-0.53,-0.29,54.12,50.25,8.99,5.57,98.0,369.28302186255956,820.663099994783,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2576,NLCINDIA,True,238.58,251.42,247.76,36.24,27.86,-0.61,-6.07,-5.49,36.43,26.02,12.94,3.76,841778.0,933160.2551906843,1010797.6706142552,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2577,NLFL,True,51.05,48.46,54.23,55.24,50.61,10.62,0.11,-0.17,100.0,66.45,19.19,7.31,15410.0,7630.093686401335,4851.022960637266,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
2578,NMDC,True,74.78,74.96,72.71,47.57,46.23,2.86,0.0,-0.08,51.84,61.29,7.44,4.09,10596735.0,14111188.511808023,17156425.879048232,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2579,NMSRESRC,False,,,,,,,,,,,,,,,,,,,,,,,,133705988
2580,NNTL,False,,,,,,,,,,,,,,,,,,,,,,,,131143428
2581,NOCIL,True,161.19,175.16,192.24,34.59,39.18,-7.44,-3.53,-2.89,11.05,16.23,10.03,5.41,953431.0,480696.3269114763,362666.9526592475,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2582,NOGMIND,False,,,,,,,,,,,,,,,,,,,,,,,,134705924
2583,NOIDATOLL,True,4.5,4.42,5.75,50.53,59.12,4.41,0.07,0.08,28.28,36.36,18.11,5.62,179606.0,184671.7421643607,169016.52890518503,FAIL,NONE,Downtrend | No Squeeze | MACD Wait,False,True,False,False,True,
2584,NOL,True,97.6,111.91,117.38,18.7,31.6,-16.58,-3.86,-1.57,14.37,11.88,32.72,6.76,612.0,3160.0258706380127,2591.552704204289,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2585,NORBTEAEXP,True,75.64,61.2,44.84,83.29,84.83,9.86,4.12,3.91,99.91,95.96,29.74,8.55,108.0,1568.726987659031,1227.3939743472104,FAIL,NONE,No Squeeze,True,True,False,True,True,
2586,NORRIS,True,14.85,15.74,17.4,46.48,41.8,-9.17,-0.36,-0.32,30.91,32.53,19.13,9.52,41.0,323.6503781303153,597.7830323249968,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2587,NORTHARC,True,261.15,263.01,245.94,55.16,44.96,1.2,-2.5,-2.12,57.39,37.62,8.82,7.11,712617.0,480269.7857397077,444709.9918941329,FAIL,NONE,Downtrend | No Squeeze | MACD Wait,False,True,False,False,True,
2588,NORTHLINK,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2589,NOUVEAU,True,0.49,0.49,0.5,,,0.0,-0.0,-0.0,,,0.0,0.0,617.0,3216.098423138077,10995.089176059397,FAIL,NONE,Downtrend | Low RSI | MACD Wait | Vol Trend Weak,False,False,True,False,False,
2590,NOVAAGRI,True,41.74,45.34,50.66,28.96,30.78,-3.04,-1.06,-1.0,29.35,30.48,13.54,4.39,152115.0,114758.10825091678,99553.52299035361,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2591,NOVARTIND,True,797.0,844.23,900.87,31.86,30.13,-1.64,-16.06,-15.24,33.92,19.24,8.05,3.0,5158.0,15231.124237245169,12026.727511299356,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2592,NOVELIX,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2593,NOVIS,True,13.99,14.06,14.92,43.15,47.63,-0.99,-0.17,-0.13,40.68,17.19,11.62,3.9,6895.0,5239.53917518062,5612.039609722573,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2594,NPBET,True,295.64,290.45,280.38,55.76,65.53,1.2,1.86,2.06,37.47,45.94,3.35,2.08,39.0,364.8962868000129,1275.8053890989186,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
2595,NPL,True,489.1,564.34,637.79,17.97,20.27,-10.08,-24.49,-19.6,15.34,6.05,23.17,3.07,1940.0,1848.7321292516308,1539.5607579588498,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2596,NPRFIN,True,30.5,30.85,28.86,48.12,45.47,2.49,-0.13,-0.23,54.26,57.18,18.95,9.01,3.0,841.0408816385619,1427.6874014868556,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2597,NPST,True,1484.0,1746.15,2029.77,34.33,26.07,-6.44,-90.85,-82.25,27.3,14.01,28.26,7.22,17085.0,14301.443054185389,13762.329045741733,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2598,NRAIL,True,462.1,453.61,386.57,38.1,45.59,-3.47,0.47,5.14,34.71,18.3,12.69,8.87,13599.0,12962.19871051903,19159.042957918413,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
2599,NRBBEARING,True,278.1,282.31,275.95,39.69,55.78,-2.11,1.1,3.11,23.0,13.6,9.88,5.91,305167.0,333511.0679802237,340804.1069841908,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2600,NRL,True,57.1,65.08,74.32,13.03,20.42,-7.24,-2.35,-2.01,11.73,6.5,17.16,5.59,65173.0,60249.354466057805,61143.43854395256,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2601,NSDL,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2602,NSIL,True,6490.0,7025.48,7050.58,32.55,33.73,-3.44,-195.79,-190.16,24.56,13.76,9.71,3.6,5025.0,4406.018807938515,6019.789514317396,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2603,NSL,True,159.0,167.48,185.77,39.29,32.23,-3.14,-3.5,-3.08,49.14,33.17,11.07,4.96,7739.0,11783.929785776647,14624.819479980244,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2604,NSLNISP,True,40.35,42.63,41.78,37.76,35.61,-1.56,-0.8,-0.67,22.4,15.37,10.19,6.64,2496673.0,2213669.64505734,3224905.6831131326,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2605,NTCIND,True,159.8,176.11,192.7,26.2,27.33,-8.06,-4.99,-4.11,35.38,22.13,17.35,3.47,2676.0,2455.849244416742,2703.4620327718653,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2606,NTPC,True,319.7,330.21,337.52,33.95,42.86,-1.24,-3.13,-2.81,28.72,20.97,3.65,2.15,7117553.0,7179299.488120904,7584954.470773917,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2607,NTPCGREEN,True,91.27,97.64,105.97,14.49,16.93,-3.67,-2.32,-1.91,26.11,14.26,12.63,3.59,3379060.0,3297653.56016043,3715532.5817549955,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2608,NUCLEUS,True,917.5,970.16,1022.19,27.11,13.58,-0.61,-21.52,-22.02,29.47,21.3,9.11,2.37,8732.0,9344.031221227871,11718.898800697227,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2609,NURECA,True,306.0,272.97,265.06,77.48,66.06,22.28,10.46,6.72,95.32,94.51,28.54,5.52,36108.0,37418.39422526628,36756.460627139655,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
2610,NUTECGLOB,False,,,,,,,,,,,,,,,,,,,,,,,,136013828
2611,NUTRICIRCLE,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2612,NUVAMA,True,7080.0,7132.34,6880.13,40.79,45.67,1.54,-10.65,26.16,23.01,28.85,8.07,5.66,74638.0,91821.73010313929,108922.45237450578,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2613,NUVOCO,True,344.0,383.87,385.67,36.33,35.89,-3.11,-13.29,-13.82,16.77,11.52,9.96,3.84,178490.0,248634.93195016927,596633.7242525996,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2614,NXST,True,161.18,161.13,150.33,44.25,50.05,-1.64,-0.01,0.22,42.89,53.32,3.32,2.49,31605.0,23369.398145065086,22742.856682553887,FAIL,NONE,Low RSI | No Squeeze | MACD Wait,True,False,False,False,True,
2615,NYKAA,True,253.55,254.92,223.05,20.68,44.88,-6.25,-0.33,1.75,27.49,18.9,9.42,5.74,14518150.0,8107846.347338209,6904633.96882761,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2616,NYSSACORP,True,3.7,4.05,4.47,33.65,34.92,-8.64,-0.13,-0.11,35.9,26.83,18.11,3.96,50832.0,78951.22930707366,68894.74427266642,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2617,OAL,True,279.0,328.65,355.23,11.15,18.96,-12.98,-13.82,-9.89,6.91,9.34,25.48,5.41,34581.0,18342.456769927805,11519.584247203904,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2618,OASISEC,True,19.75,22.06,25.57,37.59,38.5,-7.8,-0.79,-0.62,29.46,22.73,25.95,7.5,1122.0,5667.5471409453385,8150.439006385478,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2619,OBCL,True,55.05,55.51,55.66,53.01,49.77,-0.16,-0.05,-0.06,40.0,45.4,6.1,1.19,8907.0,10131.719431304742,14532.49424558592,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2620,OBEROIRLTY,True,1628.0,1675.8,1739.28,37.3,30.78,-0.1,-20.02,-14.89,25.4,24.87,11.54,4.79,775270.0,571691.3062936298,451055.11634896847,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2621,OCCLLTD,True,94.1,111.73,113.31,22.21,28.02,-9.1,-5.74,-5.45,28.27,14.55,17.46,5.9,73138.0,58023.88608100885,66754.31038425975,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2622,OCEANIC,True,71.0,66.22,59.45,53.14,49.56,11.11,1.12,0.36,69.6,65.07,21.28,5.04,26204.0,22753.1982410379,15279.055085712436,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
2623,OCTAL,True,22.64,21.72,24.13,57.25,53.54,14.98,0.14,0.06,60.54,42.31,26.48,9.65,255.0,740.5102291997324,833.7633275271021,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2624,OCTAVE,True,4.38,4.54,4.42,43.46,42.29,-9.5,-0.08,-0.04,42.58,30.1,17.22,7.29,1775.0,3105.4684474945543,7288.957103122098,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2625,OCTAVIUSPL,True,42.42,48.43,58.58,40.13,51.15,-8.87,-1.14,-0.97,0.0,28.43,13.55,8.86,785.0,443.0472477709164,432.1517339750165,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2626,ODIGMA,True,31.85,36.65,48.48,30.62,31.36,-5.41,-1.7,-1.58,20.41,11.1,20.06,8.4,5133.0,3519.007088934335,3416.7002383555005,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2627,ODYCORP,True,7.92,8.64,14.95,42.13,51.48,-1.12,-0.11,-0.13,33.6,45.75,6.39,5.96,135233.0,66673.77158982096,57968.802903837,FAIL,NONE,Downtrend | Low RSI,False,False,True,True,True,
2628,ODYSSEY,True,68.68,77.32,89.38,21.74,28.52,-4.88,-2.66,-2.14,29.25,20.67,18.96,6.45,4139.0,5855.483275025354,5010.541980183763,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2629,OFSS,True,8062.0,8387.82,8918.15,36.56,43.96,-0.27,-104.12,-113.89,28.8,29.07,5.17,4.53,82632.0,104010.04487360724,112726.64290113993,FAIL,NONE,Downtrend | Low RSI | Vol Trend Weak,False,False,True,True,False,
2630,OIL,True,401.0,419.53,423.41,17.67,25.89,-4.76,-5.28,-2.53,7.33,10.71,11.66,4.46,3693218.0,2101098.662193913,1858952.162039936,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2631,OILCOUNTUB,True,64.58,68.39,73.62,54.85,57.23,3.86,-0.62,-0.97,25.58,26.49,13.56,3.96,14671.0,48547.02362320128,50948.04967374349,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2632,OIVL,True,7.39,8.3,5.8,45.16,37.52,2.78,-0.35,-0.43,32.71,48.81,31.58,14.41,28564.0,115712.9340958595,196867.61452906427,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2633,OKPLA,True,6.68,7.2,9.45,43.96,55.35,0.45,-0.05,-0.04,42.96,41.77,13.56,6.42,195696.0,187764.98039626703,270245.9042524969,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2634,OLAELEC,True,34.95,44.9,53.44,14.07,15.78,-13.9,-3.32,-2.99,17.78,11.62,27.25,8.6,85190629.0,66117037.01204042,36214245.55013324,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2635,OLECTRA,True,1205.1,1379.34,1395.67,23.69,15.21,-5.04,-68.96,-63.14,21.5,11.26,25.72,7.74,514292.0,376053.81251291325,329242.7284137661,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2636,OLPCL,True,3.26,2.96,3.14,60.96,49.21,20.74,-0.0,-0.03,80.0,41.9,17.54,6.74,4669.0,4466.041716615575,5907.586516676868,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
2637,OLYMPTX,True,33.89,35.35,38.71,41.97,44.73,-5.2,-0.32,-0.2,24.26,23.69,11.65,6.06,452.0,821.8579991348469,1313.0011187552918,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2638,OLYOI,False,,,,,,,,,,,,,,,,,,,,,,,,129947908
2639,OMANSH,False,,,,,,,,,,,,,,,,,,,,,,,,137865476
2640,OMAXAUTO,True,89.99,104.67,112.64,43.46,34.43,3.32,-5.74,-6.95,33.89,21.01,15.66,8.36,25482.0,34299.856108474094,64454.61214743559,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2641,OMAXE,True,65.0,75.92,86.61,28.45,22.27,-5.1,-3.27,-3.11,20.46,13.39,21.4,4.42,327961.0,314996.1175556488,203831.40478795642,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2642,OMEAG,True,11.28,12.66,12.52,33.42,35.65,-12.22,-0.48,-0.35,41.34,40.0,22.3,7.32,97.0,1010.4069889221747,1401.422434098935,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2643,OMEGAIN,True,488.85,357.91,244.23,61.9,78.28,-1.24,58.08,61.5,43.04,67.17,62.21,23.19,1272.0,4521.367890854565,5064.923341892991,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
2644,OMFREIGHT,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2645,OMINFRAL,True,102.9,111.73,123.61,36.53,34.79,-2.65,-2.73,-2.45,30.28,14.53,10.68,7.24,336191.0,159566.33902827447,102967.34016699255,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2646,OMKAR,False,,,,,,,,,,,,,,,,,,,,,,,,136062980
2647,OMKARCHEM,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
2648,OMKARPH,False,,,,,,,,,,,,,,,,,,,,,,,,136234756
2649,OMNIAX,True,3.29,3.8,3.62,36.36,36.64,-10.11,-0.21,-0.18,31.11,15.14,26.6,13.9,8996.0,11996.056909694198,9822.725408100554,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2650,OMNITEX,True,522.0,521.73,428.87,60.35,59.05,-2.63,3.75,5.84,43.44,52.25,22.33,8.29,200.0,681.8890172600829,1497.9154533955984,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
2651,ONEGLOBAL,True,516.0,427.14,328.5,54.55,66.2,-12.56,35.38,47.93,26.23,21.73,47.46,5.75,55992.0,48640.31019198078,53940.88830436196,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
2652,ONELIFECAP,True,16.2,13.62,13.73,76.64,46.07,35.91,0.44,0.09,100.0,96.19,37.64,10.45,7073.0,4431.918098270498,4246.28984490131,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
2653,ONEPOINT,True,52.53,50.66,51.46,41.91,53.63,1.33,1.17,1.42,41.28,50.45,12.31,6.33,1574509.0,1553901.7438688627,1786248.478914799,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2654,ONESOURCE,True,1651.1,1739.11,1777.96,43.66,36.97,2.59,-34.8,-45.11,72.64,75.14,15.14,3.86,287220.0,213537.48002114223,184939.17991843374,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
2655,ONGC,True,239.32,242.31,239.78,30.39,40.07,-2.46,-1.14,-0.12,17.45,11.29,5.28,2.16,8991460.0,7950635.604190329,8145169.912493704,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2656,ONIXSOLAR,True,249.25,297.07,304.44,30.69,22.59,-11.24,-18.89,-14.78,31.78,15.69,38.88,17.1,2217.0,3746.4383704641837,5788.842586543602,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2657,ONMOBILE,True,56.4,62.08,61.02,38.66,32.17,-1.95,-2.41,-2.45,14.51,14.67,19.99,7.03,544490.0,2367461.6935037235,2112896.387975231,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
2658,ONTIC,True,2.28,2.06,1.34,51.89,34.78,23.91,0.01,0.01,81.54,90.11,48.37,9.89,300281.0,1024166.7212261467,1522986.389670387,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
2659,ONWARDTEC,True,280.0,295.34,306.4,46.57,47.74,2.77,-4.1,-4.9,32.95,40.6,7.98,7.98,16845.0,19176.186577694738,33031.88827723744,FAIL,NONE,Downtrend | Low RSI | Vol Trend Weak,False,False,True,True,False,
2660,OONE,True,8.1,8.7,9.17,44.51,41.91,-7.11,-0.13,-0.1,50.46,66.29,15.87,7.53,876.0,1160.025525296719,1388.8763383764629,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2661,OPTIEMUS,True,534.0,580.97,602.94,36.34,43.2,0.08,-14.74,-13.86,29.93,25.81,13.65,7.88,226594.0,140346.5664786701,116435.4105023431,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
2662,OPTIFIN,True,14.05,16.46,19.3,28.15,22.9,-4.16,-0.75,-0.8,46.77,47.39,22.0,6.81,27688.0,26569.74969895651,34019.77292175057,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
2663,ORBTEXP,True,182.6,204.12,200.01,24.93,33.03,-10.93,-5.58,-2.99,14.93,8.36,18.14,6.63,21057.0,14444.366658095503,16678.467535314066,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
2664,ORCHASP,True,2.87,3.05,3.09,48.36,40.29,-0.35,-0.09,-0.1,46.3,55.96,17.17,10.36,128072.0,279751.95803771896,302483.0267033379,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
